,x,y
0,0.0,0.0
1,0.10050251256281408,0.010100755031438601
2,0.20100502512562815,0.040403020125754405
3,0.30150753768844224,0.09090679528294741
4,0.4020100502512563,0.16161208050301762
5,0.5025125628140704,0.25251887578596505
6,0.6030150753768845,0.36362718113178966
7,0.7035175879396985,0.49493699654049145
8,0.8040201005025126,0.6464483220120705
9,0.9045226130653267,0.8181611575465266
10,1.0050251256281408,1.0100755031438602
11,1.105527638190955,1.222191358804071
12,1.206030150753769,1.4545087245271586
13,1.306532663316583,1.7070276003131237
14,1.407035175879397,1.9797479861619658
15,1.5075376884422111,2.2726698820736853
16,1.6080402010050252,2.585793288048282
17,1.7085427135678393,2.9191182040857555
18,1.8090452261306533,3.2726446301861065
19,1.9095477386934674,3.646372566349335
20,2.0100502512562817,4.040302012575441
21,2.1105527638190957,4.454432968864424
22,2.21105527638191,4.888765435216284
23,2.311557788944724,5.343299411631021
24,2.412060301507538,5.8180348981086345
25,2.512562814070352,6.3129718946491264
26,2.613065326633166,6.828110401252495
27,2.71356783919598,7.363450417918741
28,2.814070351758794,7.918991944647863
29,2.9145728643216082,8.494734981439864
30,3.0150753768844223,9.090679528294741
31,3.1155778894472363,9.706825585212496
32,3.2160804020100504,10.343173152193128
33,3.3165829145728645,10.999722229236637
34,3.4170854271356785,11.676472816343022
35,3.5175879396984926,12.373424913512286
36,3.6180904522613067,13.090578520744426
37,3.7185929648241207,13.827933638039445
38,3.819095477386935,14.58549026539734
39,3.919597989949749,15.363248402818112
40,4.020100502512563,16.161208050301763
41,4.120603015075377,16.97936920784829
42,4.2211055276381915,17.817731875457696
43,4.3216080402010055,18.676296053129978
44,4.42211055276382,19.555061740865135
45,4.522613065326634,20.454028938663168
46,4.623115577889448,21.373197646524083
47,4.723618090452262,22.31256786444787
48,4.824120603015076,23.272139592434538
49,4.92462311557789,24.251912830484084
50,5.025125628140704,25.251887578596506
51,5.125628140703518,26.272063836771803
52,5.226130653266332,27.31244160500998
53,5.326633165829146,28.373020883311032
54,5.42713567839196,29.453801671674963
55,5.527638190954774,30.55478397010177
56,5.628140703517588,31.675967778591453
57,5.728643216080402,32.817353097144014
58,5.8291457286432165,33.978939925759455
59,5.9296482412060305,35.16072826443777
60,6.030150753768845,36.362718113178964
61,6.130653266331659,37.58490947198303
62,6.231155778894473,38.82730234084998
63,6.331658291457287,40.08989671977981
64,6.432160804020101,41.37269260877251
65,6.532663316582915,42.67569000782809
66,6.633165829145729,43.99888891694655
67,6.733668341708543,45.34228933612788
68,6.834170854271357,46.70589126537209
69,6.934673366834171,48.089694704679175
70,7.035175879396985,49.493699654049145
71,7.135678391959799,50.91790611348198
72,7.236180904522613,52.362314082977704
73,7.336683417085427,53.8269235625363
74,7.437185929648241,55.31173455215778
75,7.5376884422110555,56.81674705184213
76,7.63819095477387,58.34196106158936
77,7.738693467336684,59.887376581399465
78,7.839195979899498,61.45299361127245
79,7.939698492462312,63.038812151208305
80,8.040201005025127,64.64483220120705
81,8.14070351758794,66.27105376126867
82,8.241206030150755,67.91747683139316
83,8.341708542713569,69.58410141158053
84,8.442211055276383,71.27092750183078
85,8.542713567839197,72.97795510214391
86,8.643216080402011,74.70518421251991
87,8.743718592964825,76.45261483295879
88,8.84422110552764,78.22024696346054
89,8.944723618090453,80.00808060402517
90,9.045226130653267,81.81611575465267
91,9.145728643216081,83.64435241534306
92,9.246231155778895,85.49279058609633
93,9.34673366834171,87.36143026691246
94,9.447236180904524,89.25027145779148
95,9.547738693467338,91.15931415873338
96,9.648241206030152,93.08855836973815
97,9.748743718592966,95.0380040908058
98,9.84924623115578,97.00765132193634
99,9.949748743718594,98.99750006312973
100,10.050251256281408,101.00755031438602
101,10.150753768844222,103.03780207570517
102,10.251256281407036,105.08825534708721
103,10.35175879396985,107.15891012853213
104,10.452261306532664,109.24976642003992
105,10.552763819095478,111.36082422161059
106,10.653266331658292,113.49208353324413
107,10.753768844221106,115.64354435494054
108,10.85427135678392,117.81520668669985
109,10.954773869346734,120.00707052852202
110,11.055276381909549,122.21913588040708
111,11.155778894472363,124.45140274235501
112,11.256281407035177,126.70387111436581
113,11.35678391959799,128.9765409964395
114,11.457286432160805,131.26941238857606
115,11.557788944723619,133.5824852907755
116,11.658291457286433,135.91575970303782
117,11.758793969849247,138.26923562536302
118,11.859296482412061,140.6429130577511
119,11.959798994974875,143.03679200020204
120,12.06030150753769,145.45087245271586
121,12.160804020100503,147.88515441529256
122,12.261306532663317,150.33963788793213
123,12.361809045226131,152.81432287063458
124,12.462311557788945,155.30920936339993
125,12.56281407035176,157.82429736622814
126,12.663316582914574,160.35958687911923
127,12.763819095477388,162.9150779020732
128,12.864321608040202,165.49077043509004
129,12.964824120603016,168.08666447816975
130,13.06532663316583,170.70276003131235
131,13.165829145728644,173.33905709451784
132,13.266331658291458,175.9955556677862
133,13.366834170854272,178.6722557511174
134,13.467336683417086,181.3691573445115
135,13.5678391959799,184.0862604479685
136,13.668341708542714,186.82356506148835
137,13.768844221105528,189.5810711850711
138,13.869346733668342,192.3587788187167
139,13.969849246231156,195.1566879624252
140,14.07035175879397,197.97479861619658
141,14.170854271356784,200.81311078003083
142,14.271356783919598,203.67162445392793
143,14.371859296482413,206.55033963788796
144,14.472361809045227,209.44925633191082
145,14.57286432160804,212.3683745359966
146,14.673366834170855,215.3076942501452
147,14.773869346733669,218.26721547435673
148,14.874371859296483,221.24693820863112
149,14.974874371859297,224.24686245296837
150,15.075376884422111,227.2669882073685
151,15.175879396984925,230.30731547183154
152,15.27638190954774,233.36784424635744
